Id,ActivityDay,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,StepTotal
1503960366,12/04/2016,1985,728,328,13,25,0,6,1,2,13162
1503960366,13/04/2016,1797,776,217,19,21,0,5,1,2,10735
1503960366,14/04/2016,1776,1218,181,11,30,0,4,0,2,10460
1503960366,15/04/2016,1745,726,209,34,29,0,3,1,2,9762
1503960366,16/04/2016,1863,773,221,10,36,0,5,0,3,12669
1503960366,17/04/2016,1728,539,164,20,38,0,3,1,3,9705
1503960366,18/04/2016,1921,1149,233,16,42,0,5,1,3,13019
1503960366,19/04/2016,2035,775,264,31,50,0,5,1,4,15506
1503960366,20/04/2016,1786,818,205,12,28,0,4,0,2,10544
1503960366,21/04/2016,1775,838,211,8,19,0,5,0,1,9819
1503960366,22/04/2016,1827,1217,130,27,66,0,2,1,5,12764
1503960366,23/04/2016,1949,732,262,21,41,0,5,1,3,14371
1503960366,24/04/2016,1788,709,238,5,39,0,3,0,3,10039
1503960366,25/04/2016,2013,814,216,14,73,0,4,1,5,15355
1503960366,26/04/2016,1970,833,279,23,31,0,6,1,2,13755
1503960366,27/04/2016,2159,1108,243,11,78,0,5,0,6,18134
1503960366,28/04/2016,1898,782,189,28,48,0,4,1,4,13154
1503960366,29/04/2016,1837,815,243,12,16,0,6,1,1,11181
1503960366,30/04/2016,1947,712,217,34,52,0,4,1,4,14673
1503960366,01/05/2016,1820,730,246,35,33,0,3,2,2,10602
1503960366,02/05/2016,2004,798,277,15,41,0,6,1,3,14727
1503960366,03/05/2016,1990,816,254,24,50,0,5,1,4,15103
1503960366,04/05/2016,1819,1179,203,22,36,0,4,1,2,11100
1503960366,05/05/2016,1959,857,250,24,45,0,5,1,3,14070
1503960366,06/05/2016,1896,754,289,6,24,0,6,0,2,12159
1503960366,07/05/2016,1821,833,175,46,37,0,3,2,2,11992
1503960366,08/05/2016,1740,574,203,8,44,0,3,0,4,10060
1503960366,09/05/2016,1819,835,206,11,46,0,4,1,3,12022
1503960366,10/05/2016,1859,746,214,31,46,0,3,1,3,12207
1503960366,11/05/2016,1783,669,251,23,36,0,5,1,3,12770
1503960366,12/05/2016,0,1440,0,0,0,0,0,0,0,0
1624580081,12/04/2016,1432,1294,146,0,0,0,5,0,0,8163
1624580081,13/04/2016,1411,1292,148,0,0,0,5,0,0,7007
1624580081,14/04/2016,1572,1204,236,0,0,0,6,0,0,9107
1624580081,15/04/2016,1344,1344,96,0,0,0,1,0,0,1510
1624580081,16/04/2016,1463,1264,176,0,0,0,3,0,0,5370
1624580081,17/04/2016,1554,1276,127,22,15,0,1,2,1,6175
1624580081,18/04/2016,1604,1214,202,7,17,0,5,1,2,10536
1624580081,19/04/2016,1435,1299,141,0,0,0,2,0,0,2916
1624580081,20/04/2016,1446,1289,151,0,0,0,3,0,0,4974
1624580081,21/04/2016,1467,1254,186,0,0,0,4,0,0,6349
1624580081,22/04/2016,1470,1241,199,0,0,0,3,0,0,4026
1624580081,23/04/2016,1562,1213,227,0,0,0,6,0,0,8538
1624580081,24/04/2016,1617,1221,185,18,16,0,2,1,1,6076
1624580081,25/04/2016,1492,1238,202,0,0,0,4,0,0,6497
1624580081,26/04/2016,1402,1300,140,0,0,0,2,0,0,2826
1624580081,27/04/2016,1670,1233,154,36,17,0,2,2,1,8367
1624580081,28/04/2016,1401,1320,115,5,0,0,2,0,0,2759
1624580081,29/04/2016,1404,1290,150,0,0,0,2,0,0,2390
1624580081,30/04/2016,1655,1182,224,23,11,0,2,1,1,6474
1624580081,01/05/2016,2690,1020,171,63,186,0,2,4,22,36019
1624580081,02/05/2016,1497,1261,166,6,7,0,3,1,1,7155
1624580081,03/05/2016,1334,1344,96,0,0,0,1,0,0,2100
1624580081,04/05/2016,1368,1322,118,0,0,0,1,0,0,2193
1624580081,05/05/2016,1370,1323,117,0,0,0,2,0,0,2470
1624580081,06/05/2016,1341,1338,102,0,0,0,1,0,0,1727
1624580081,07/05/2016,1474,1258,182,0,0,0,1,0,0,2104
1624580081,08/05/2016,1427,1288,152,0,0,0,2,0,0,3427
1624580081,09/05/2016,1328,1349,91,0,0,0,1,0,0,1732
1624580081,10/05/2016,1393,1301,139,0,0,0,2,0,0,2969
1624580081,11/05/2016,1359,1328,112,0,0,0,2,0,0,3134
1624580081,12/05/2016,1002,890,107,0,0,0,2,0,0,2971
1644430081,12/04/2016,3199,1131,256,51,2,0,5,2,0,10694
1644430081,13/04/2016,2902,1259,135,16,30,0,3,1,2,8001
1644430081,14/04/2016,3226,1125,252,58,5,0,5,3,0,11037
1644430081,15/04/2016,2750,1263,170,4,3,0,3,0,0,5263
1644430081,16/04/2016,3493,1135,212,42,51,0,5,2,4,15300
1644430081,17/04/2016,3011,1212,186,13,29,0,4,1,2,8757
1644430081,18/04/2016,2806,1271,121,33,15,0,2,2,1,7132
1644430081,19/04/2016,3300,1099,278,58,5,0,5,3,0,11256
1644430081,20/04/2016,2430,1315,125,0,0,0,2,0,0,2436
1644430081,21/04/2016,2140,1402,38,0,0,0,1,0,0,1223
1644430081,22/04/2016,2344,1354,86,0,0,0,3,0,0,3673
1644430081,23/04/2016,2677,1265,160,15,0,0,4,1,0,6637
1644430081,24/04/2016,2413,1351,89,0,0,0,2,0,0,3321
1644430081,25/04/2016,2497,1337,94,1,8,0,2,0,1,3580
1644430081,26/04/2016,3123,1165,223,41,11,0,5,2,1,9919
1644430081,27/04/2016,2489,1322,118,0,0,0,2,0,0,3032
1644430081,28/04/2016,3108,1157,227,53,3,0,4,2,0,9405
1644430081,29/04/2016,2498,1193,120,0,0,0,2,0,0,3176
1644430081,30/04/2016,3846,816,402,71,9,0,9,3,1,18213
1644430081,01/05/2016,2696,908,146,24,3,0,3,1,0,6132
1644430081,02/05/2016,2580,682,148,7,1,0,2,0,0,3758
1644430081,03/05/2016,3324,1115,221,94,10,0,5,4,1,12850
1644430081,04/05/2016,2222,1388,52,0,0,0,2,0,0,2309
1644430081,05/05/2016,2463,1341,81,12,6,0,2,1,1,4363
1644430081,06/05/2016,3328,1054,369,6,11,0,6,0,1,9787
1644430081,07/05/2016,3404,1139,243,17,41,0,6,1,3,13372
1644430081,08/05/2016,2987,991,295,0,0,0,5,0,0,6724
1644430081,09/05/2016,3008,1099,303,6,32,0,2,0,2,6643
1644430081,10/05/2016,2799,1254,155,19,12,0,5,1,1,9167
1644430081,11/05/2016,1276,713,49,0,0,0,1,0,0,1329
1844505072,12/04/2016,2030,1101,339,0,0,0,4,0,0,6697
1844505072,13/04/2016,1860,1192,248,0,0,0,3,0,0,4929
1844505072,14/04/2016,2130,843,373,0,0,0,5,0,0,7937
1844505072,15/04/2016,1725,527,176,0,0,0,3,0,0,3844
1844505072,16/04/2016,1657,1293,147,0,0,0,2,0,0,3414
1844505072,17/04/2016,1793,1231,199,8,2,0,3,0,0,4525
1844505072,18/04/2016,1814,1211,217,12,0,0,3,0,0,4597
1844505072,19/04/2016,1366,1430,10,0,0,0,0,0,0,197
1844505072,20/04/2016,1349,1439,1,0,0,0,0,0,0,8
1844505072,21/04/2016,2062,1117,308,13,2,0,5,1,0,8054
1844505072,22/04/2016,1827,1220,220,0,0,0,4,0,0,5372
1844505072,23/04/2016,1645,1301,139,0,0,0,2,0,0,3570
1844505072,24/04/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,25/04/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,26/04/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,27/04/2016,1348,1439,1,0,0,0,0,0,0,4
1844505072,28/04/2016,1992,1138,302,0,0,0,5,0,0,6907
1844505072,29/04/2016,1856,1082,247,0,0,0,3,0,0,4920
1844505072,30/04/2016,1763,218,184,0,0,0,3,0,0,4014
1844505072,01/05/2016,1541,585,75,7,0,0,1,0,0,2573
1844505072,02/05/2016,1348,1440,0,0,0,0,0,0,0,0
1844505072,03/05/2016,1742,1256,184,0,0,0,3,0,0,4059
1844505072,04/05/2016,1549,1353,87,0,0,0,1,0,0,2080
1844505072,05/05/2016,1589,1320,120,0,0,0,1,0,0,2237
1844505072,06/05/2016,1351,1438,2,0,0,0,0,0,0,44
1844505072,07/05/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,08/05/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,09/05/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,10/05/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,11/05/2016,1347,1440,0,0,0,0,0,0,0,0
1844505072,12/05/2016,665,711,0,0,0,0,0,0,0,0
1927972279,12/04/2016,2220,734,55,0,0,0,0,0,0,678
1927972279,13/04/2016,2151,986,32,0,0,0,0,0,0,356
1927972279,14/04/2016,2383,1292,88,9,0,0,1,0,0,2163
1927972279,15/04/2016,2221,941,51,0,0,0,1,0,0,980
1927972279,16/04/2016,2064,1440,0,0,0,0,0,0,0,0
1927972279,17/04/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,18/04/2016,2111,1423,17,0,0,0,0,0,0,244
1927972279,19/04/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,20/04/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,21/04/2016,2064,1440,0,0,0,0,0,0,0,0
1927972279,22/04/2016,2093,1430,10,0,0,0,0,0,0,149
1927972279,23/04/2016,2499,1295,145,0,0,0,2,0,0,2945
1927972279,24/04/2016,2324,1358,75,6,1,0,1,0,0,2090
1927972279,25/04/2016,2100,1303,12,0,0,0,0,0,0,152
1927972279,26/04/2016,2638,1058,192,0,0,0,3,0,0,3761
1927972279,27/04/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,28/04/2016,2351,1167,95,0,0,0,1,0,0,1675
1927972279,29/04/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,30/04/2016,2064,1440,0,0,0,0,0,0,0,0
1927972279,01/05/2016,2411,1355,70,1,14,0,1,0,1,2704
1927972279,02/05/2016,2505,1322,94,8,16,0,1,0,1,3790
1927972279,03/05/2016,2195,1413,17,0,10,0,0,0,1,1326
1927972279,04/05/2016,2338,1353,87,0,0,0,1,0,0,1786
1927972279,05/05/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,06/05/2016,2383,1332,108,0,0,0,1,0,0,2091
1927972279,07/05/2016,2229,1392,48,0,0,0,1,0,0,1510
1927972279,08/05/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,09/05/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,10/05/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,11/05/2016,2063,1440,0,0,0,0,0,0,0,0
1927972279,12/05/2016,1383,966,0,0,0,0,0,0,0,0
2022484408,12/04/2016,2390,1157,227,14,42,0,4,1,3,11875
2022484408,13/04/2016,2601,1100,292,5,43,0,5,0,3,12024
2022484408,14/04/2016,2312,1148,257,3,32,0,5,0,2,10690
2022484408,15/04/2016,2525,1122,282,9,27,0,6,0,2,11034
2022484408,16/04/2016,2177,1237,151,11,41,0,3,1,3,10100
2022484408,17/04/2016,2782,1052,331,29,28,0,7,1,4,15112
2022484408,18/04/2016,2770,1078,311,3,48,0,6,0,4,14131
2022484408,19/04/2016,2489,1152,250,7,31,0,5,0,3,11548
2022484408,20/04/2016,2897,1053,276,63,48,0,5,2,3,15112
2022484408,21/04/2016,3158,1028,255,53,104,0,4,1,3,12453
2022484408,22/04/2016,2638,1105,273,10,52,0,4,0,4,12954
2022484408,23/04/2016,2069,1191,249,0,0,0,4,0,0,6001
2022484408,24/04/2016,2529,1161,216,26,37,0,5,1,5,13481
2022484408,25/04/2016,2470,1171,217,8,44,0,4,0,3,11369
2022484408,26/04/2016,2793,1086,275,24,55,0,5,1,1,10119
2022484408,27/04/2016,2463,1119,282,20,19,0,5,1,1,10159
2022484408,28/04/2016,2296,1123,291,20,6,0,5,1,0,10140
2022484408,29/04/2016,2611,1098,281,40,21,0,6,1,0,10245
2022484408,30/04/2016,2732,1043,361,23,13,0,11,1,1,18387
2022484408,01/05/2016,2380,1142,245,28,25,0,5,1,2,10538
2022484408,02/05/2016,2473,1119,277,8,36,0,4,0,3,10379
2022484408,03/05/2016,2752,1104,250,14,72,0,4,0,4,12183
2022484408,04/05/2016,2649,1105,272,27,36,0,5,1,3,11768
2022484408,05/05/2016,2609,1112,253,20,55,0,5,1,3,11895
2022484408,06/05/2016,2498,1104,295,17,24,0,5,1,2,10227
2022484408,07/05/2016,1995,1269,149,2,20,0,3,0,2,6708
2022484408,08/05/2016,1848,1305,135,0,0,0,2,0,0,3292
2022484408,09/05/2016,2709,1061,297,47,35,0,6,2,2,13379
2022484408,10/05/2016,2797,1084,271,28,57,0,6,1,2,12798
2022484408,11/05/2016,2544,1133,224,25,58,0,4,1,4,13272
2022484408,12/05/2016,1853,728,236,16,16,0,4,1,1,9117
2026352035,12/04/2016,1459,706,181,8,3,0,2,0,0,4414
2026352035,13/04/2016,1521,663,238,0,0,0,3,0,0,4993
2026352035,14/04/2016,1431,653,197,0,0,0,2,0,0,3335
2026352035,15/04/2016,1444,687,188,0,0,0,2,0,0,3821
2026352035,16/04/2016,1373,728,150,0,0,0,2,0,0,2547
2026352035,17/04/2016,1214,1053,60,0,0,0,1,0,0,838
2026352035,18/04/2016,1419,1062,182,0,0,0,2,0,0,3325
2026352035,19/04/2016,1356,785,141,0,0,0,2,0,0,2424
2026352035,20/04/2016,1667,623,327,0,0,0,4,0,0,7222
2026352035,21/04/2016,1370,749,153,0,0,0,2,0,0,2467
2026352035,22/04/2016,1399,712,162,0,0,0,2,0,0,2915
2026352035,23/04/2016,1916,458,432,0,0,0,8,0,0,12357
2026352035,24/04/2016,1401,704,164,0,0,0,2,0,0,3490
2026352035,25/04/2016,1576,821,260,0,0,0,4,0,0,6017
2026352035,26/04/2016,1595,1018,288,0,0,0,4,0,0,5933
2026352035,27/04/2016,1593,586,286,0,0,0,4,0,0,6088
2026352035,28/04/2016,1649,626,331,0,0,0,4,0,0,6375
2026352035,29/04/2016,1692,492,352,0,0,0,5,0,0,7604
2026352035,30/04/2016,1506,594,233,0,0,0,3,0,0,4729
2026352035,01/05/2016,1447,716,191,0,0,0,2,0,0,3609
2026352035,02/05/2016,1690,716,355,0,0,0,4,0,0,7018
2026352035,03/05/2016,1604,981,304,0,0,0,4,0,0,5992
2026352035,04/05/2016,1658,530,345,0,0,0,4,0,0,6564
2026352035,05/05/2016,1926,479,475,0,0,0,8,0,0,12167
2026352035,06/05/2016,1736,511,383,0,0,0,5,0,0,8198
2026352035,07/05/2016,1491,665,229,0,0,0,3,0,0,4193
2026352035,08/05/2016,1555,610,258,0,0,0,3,0,0,5528
2026352035,09/05/2016,1869,543,401,0,0,0,7,0,0,10685
2026352035,10/05/2016,1141,1002,17,0,0,0,0,0,0,254
2026352035,11/05/2016,1698,569,330,0,0,0,5,0,0,8580
2026352035,12/05/2016,1364,330,343,0,0,0,6,0,0,8891
2320127002,12/04/2016,2124,1112,306,9,13,0,6,0,1,10725
2320127002,13/04/2016,2003,1105,335,0,0,0,5,0,0,7275
2320127002,14/04/2016,1696,1249,191,0,0,0,3,0,0,3973
2320127002,15/04/2016,1801,1195,245,0,0,0,4,0,0,5205
2320127002,16/04/2016,1724,1245,195,0,0,0,3,0,0,5057
2320127002,17/04/2016,1852,1191,249,0,0,0,4,0,0,6198
2320127002,18/04/2016,1905,1173,260,7,0,0,4,0,0,6559
2320127002,19/04/2016,1811,1201,228,11,0,0,4,0,0,5997
2320127002,20/04/2016,1922,1146,283,11,0,0,4,0,0,7192
2320127002,21/04/2016,1610,1302,127,10,1,0,2,0,0,3404
2320127002,22/04/2016,1851,1174,266,0,0,0,4,0,0,5583
2320127002,23/04/2016,1804,1129,242,0,0,0,3,0,0,5079
2320127002,24/04/2016,1725,1236,204,0,0,0,3,0,0,4165
2320127002,25/04/2016,1654,1280,152,5,3,0,2,0,0,3588
2320127002,26/04/2016,1632,1293,147,0,0,0,2,0,0,3409
2320127002,27/04/2016,1481,1358,82,0,0,0,1,0,0,1715
2320127002,28/04/2016,1473,1364,76,0,0,0,1,0,0,1532
2320127002,29/04/2016,1410,1395,45,0,0,0,1,0,0,924
2320127002,30/04/2016,1779,1206,234,0,0,0,3,0,0,4571
2320127002,01/05/2016,1403,1400,40,0,0,0,1,0,0,772
2320127002,02/05/2016,1613,1306,123,6,5,0,2,0,0,3634
2320127002,03/05/2016,1878,1204,206,10,20,0,3,0,1,7443
2320127002,04/05/2016,1426,1388,52,0,0,0,1,0,0,1201
2320127002,05/05/2016,1780,1206,223,11,0,0,3,0,0,5202
2320127002,06/05/2016,1742,1236,204,0,0,0,3,0,0,4878
2320127002,07/05/2016,1972,1121,319,0,0,0,5,0,0,7379
2320127002,08/05/2016,1821,1193,247,0,0,0,3,0,0,5161
2320127002,09/05/2016,1630,1295,145,0,0,0,2,0,0,3090
2320127002,10/05/2016,1899,1150,290,0,0,0,4,0,0,6227
2320127002,11/05/2016,1903,1140,300,0,0,0,4,0,0,6424
2320127002,12/05/2016,1125,830,128,0,0,0,2,0,0,2661
2347167796,12/04/2016,2344,964,320,13,28,0,4,1,2,10113
2347167796,13/04/2016,2038,676,195,32,19,0,3,2,2,10352
2347167796,14/04/2016,2010,705,206,48,1,0,4,3,0,10129
2347167796,15/04/2016,2133,720,284,24,1,0,5,1,0,10465
2347167796,16/04/2016,2670,968,268,72,66,0,6,4,5,22244
2347167796,17/04/2016,1882,508,249,7,1,0,3,0,0,5472
2347167796,18/04/2016,1944,678,206,16,11,0,4,1,1,8247
2347167796,19/04/2016,2346,648,382,7,0,0,4,0,0,6711
2347167796,20/04/2016,2198,1011,269,43,11,0,5,2,1,10999
2347167796,21/04/2016,2048,761,208,26,23,0,3,2,2,10080
2347167796,22/04/2016,1946,781,206,27,9,0,3,2,1,7804
2347167796,23/04/2016,2629,591,360,35,32,0,7,1,3,16901
2347167796,24/04/2016,2187,584,360,0,0,0,6,0,0,9471
2347167796,25/04/2016,2095,653,277,11,15,0,5,1,1,9482
2347167796,26/04/2016,1861,732,227,0,0,0,4,0,0,5980
2347167796,27/04/2016,2194,623,295,9,26,0,5,0,2,11423
2347167796,28/04/2016,1854,764,229,0,0,0,4,0,0,5439
2347167796,29/04/2016,403,2,4,0,0,0,0,0,0,42
2873212765,12/04/2016,1982,1061,356,21,2,0,5,1,0,8796
2873212765,13/04/2016,2004,1028,404,8,0,0,5,0,0,7618
2873212765,14/04/2016,1893,1109,331,0,0,0,5,0,0,7910
2873212765,15/04/2016,2063,992,448,0,0,0,6,0,0,8482
2873212765,16/04/2016,2148,1087,305,1,47,0,4,0,3,9685
2873212765,17/04/2016,1529,1272,160,8,0,0,1,0,0,2524
2873212765,18/04/2016,1890,1122,311,6,1,0,5,0,0,7762
2873212765,19/04/2016,1956,1051,389,0,0,0,5,0,0,7948
2873212765,20/04/2016,2094,1035,378,5,22,0,5,0,2,9202
2873212765,21/04/2016,1970,1057,371,10,2,0,5,0,0,8859
2873212765,22/04/2016,2241,1028,366,0,46,0,4,0,0,7286
2873212765,23/04/2016,2021,1077,330,5,28,0,4,0,2,9317
2873212765,24/04/2016,1898,1203,190,1,46,0,2,0,3,6873
2873212765,25/04/2016,1907,1081,359,0,0,0,5,0,0,7373
2873212765,26/04/2016,1882,1124,309,5,2,0,5,0,0,8242
2873212765,27/04/2016,1966,1197,197,0,46,0,2,0,0,3516
2873212765,28/04/2016,1835,1192,213,7,28,0,3,0,2,7913
2873212765,29/04/2016,1780,1191,206,23,20,0,2,1,1,7365
2873212765,30/04/2016,1830,1167,248,20,5,0,4,1,0,8452
2873212765,01/05/2016,1739,1219,196,18,7,0,3,1,0,7399
2873212765,02/05/2016,1878,1099,334,7,0,0,5,0,0,7525
2873212765,03/05/2016,1906,1070,363,6,1,0,5,0,0,7412
2873212765,04/05/2016,2015,1020,420,0,0,0,6,0,0,8278
2873212765,05/05/2016,1971,1093,311,23,13,0,4,1,1,8314
2873212765,06/05/2016,1910,1065,370,5,0,0,5,0,0,7063
2873212765,07/05/2016,1897,1302,52,11,75,0,1,1,2,4940
2873212765,08/05/2016,2096,1068,326,0,46,0,3,0,3,8168
2873212765,09/05/2016,1906,1095,345,0,0,0,5,0,0,7726
2873212765,10/05/2016,1962,1067,373,0,0,0,6,0,0,8275
2873212765,11/05/2016,1826,1121,319,0,0,0,4,0,0,6440
2873212765,12/05/2016,1431,720,268,0,0,0,5,0,0,7566
3372868164,12/04/2016,1788,1160,280,0,0,0,3,0,0,4747
3372868164,13/04/2016,2093,1045,371,8,16,0,5,0,1,9715
3372868164,14/04/2016,2065,1039,370,25,6,0,5,1,0,8844
3372868164,15/04/2016,1908,1105,335,0,0,0,5,0,0,7451
3372868164,16/04/2016,1908,1084,356,0,0,0,5,0,0,6905
3372868164,17/04/2016,1964,1105,322,2,11,0,4,0,1,8199
3372868164,18/04/2016,2014,1070,343,7,20,0,3,0,1,6798
3372868164,19/04/2016,1985,1064,376,0,0,0,5,0,0,7711
3372868164,20/04/2016,1867,1148,274,3,15,0,2,0,1,4880
3372868164,21/04/2016,2124,1037,376,9,18,0,5,0,1,8857
3372868164,22/04/2016,1669,1234,206,0,0,0,3,0,0,3843
3372868164,23/04/2016,1995,1115,303,2,20,0,4,0,1,7396
3372868164,24/04/2016,1921,1127,292,7,14,0,3,0,1,6731
3372868164,25/04/2016,2010,1024,416,0,0,0,4,0,0,5995
3372868164,26/04/2016,2057,1083,333,2,22,0,4,0,2,8283
