Id,ActivityDay,Average_sleep_hours,Average_time_in_bed_hours,Average_calories,Average_steps,TotalDistance
1503960366,12/04/2016,5.45,5.77,1985,13162,9
1503960366,13/04/2016,6.4,6.78,1797,10735,8
1503960366,15/04/2016,6.87,7.37,1745,9762,6
1503960366,16/04/2016,5.67,6.12,1863,12669,8
1503960366,17/04/2016,11.67,11.87,1728,9705,7
1503960366,19/04/2016,5.07,5.33,2035,15506,10
1503960366,20/04/2016,6,6.28,1786,10544,6
1503960366,21/04/2016,5.42,6.07,1775,9819,6
1503960366,23/04/2016,6.02,6.4,1949,14371,9
1503960366,24/04/2016,7.17,7.48,1788,10039,6
1503960366,25/04/2016,4.62,5.38,2013,15355,10
1503960366,26/04/2016,4.08,4.57,1970,13755,9
1503960366,28/04/2016,6.1,6.55,1898,13154,9
1503960366,29/04/2016,5.68,5.9,1837,11181,8
1503960366,30/04/2016,6.73,7.08,1947,14673,9
1503960366,01/05/2016,6.15,6.6,1820,10602,7
1503960366,02/05/2016,4.62,5.15,2004,14727,10
1503960366,03/05/2016,4.55,4.93,1990,15103,10
1503960366,05/05/2016,4.12,4.4,1959,14070,9
1503960366,06/05/2016,5.57,6.12,1896,12159,8
1503960366,07/05/2016,5.52,5.82,1821,11992,7
1503960366,08/05/2016,9.9,10.18,1740,10060,7
1503960366,09/05/2016,5.63,5.7,1819,12022,8
1503960366,10/05/2016,6.38,6.72,1859,12207,7
1503960366,11/05/2016,4.75,5.1,1783,12770,9
1644430081,29/04/2016,1.98,2.12,2498,3176,2
1644430081,30/04/2016,2.07,2.37,3846,18213,13
1644430081,02/05/2016,13.27,16.02,2580,3758,2
1644430081,08/05/2016,2.28,2.57,2987,6724,5
1844505072,15/04/2016,10.73,16.02,1725,3844,3
1844505072,30/04/2016,12.03,16.02,1763,4014,3
1844505072,01/05/2016,9.83,16.02,1541,2573,1
1927972279,12/04/2016,12.5,12.92,2220,678,0
1927972279,13/04/2016,6.63,7.03,2151,356,0
1927972279,15/04/2016,7.92,8.32,2221,980,1
1927972279,26/04/2016,4.93,5.25,2638,3761,3
1927972279,28/04/2016,2.77,2.97,2351,1675,1
2026352035,12/04/2016,8.38,9.1,1459,4414,2
2026352035,13/04/2016,8.85,9.42,1521,4993,3
2026352035,14/04/2016,9.08,9.47,1431,3335,2
2026352035,15/04/2016,8.72,9.55,1444,3821,2
2026352035,16/04/2016,8.73,9.45,1373,2547,2
2026352035,17/04/2016,7.28,8.3,1214,838,1
2026352035,19/04/2016,8.3,9,1356,2424,2
2026352035,20/04/2016,7.68,8.5,1667,7222,4
2026352035,21/04/2016,7.95,8.57,1370,2467,2
2026352035,22/04/2016,8.67,9.08,1399,2915,2
2026352035,23/04/2016,8.7,9.23,1916,12357,8
2026352035,24/04/2016,9.25,9.85,1401,3490,2
2026352035,25/04/2016,8.43,8.85,1576,6017,4
2026352035,27/04/2016,8.47,9.08,1593,6088,4
2026352035,28/04/2016,8.55,9.08,1649,6375,4
2026352035,29/04/2016,8.17,8.5,1692,7604,5
2026352035,30/04/2016,9.55,10.12,1506,4729,3
2026352035,01/05/2016,8.78,9.1,1447,3609,2
2026352035,02/05/2016,8.52,9.05,1690,7018,4
2026352035,04/05/2016,8.97,9.33,1658,6564,4
2026352035,05/05/2016,7.8,8.08,1926,12167,8
2026352035,06/05/2016,8.73,9.13,1736,8198,5
2026352035,07/05/2016,8.52,8.68,1491,4193,3
2026352035,08/05/2016,9.02,9.47,1555,5528,3
2026352035,09/05/2016,8.85,9.27,1869,10685,7
2026352035,10/05/2016,5.95,6.33,1141,254,0
2026352035,11/05/2016,8.72,9.22,1698,8580,5
2026352035,12/05/2016,7.6,8.08,1364,8891,6
2320127002,23/04/2016,1.02,1.15,1804,5079,3
2347167796,13/04/2016,7.78,8.85,2038,10352,7
2347167796,14/04/2016,7.42,8.15,2010,10129,7
2347167796,15/04/2016,7.53,8.4,2133,10465,6
2347167796,17/04/2016,9.27,10.03,1882,5472,3
2347167796,18/04/2016,8.33,9.28,1944,8247,6
2347167796,19/04/2016,7.75,8.57,2346,6711,4
2347167796,21/04/2016,7.67,8.07,2048,10080,7
2347167796,22/04/2016,6.75,7.68,1946,7804,6
2347167796,23/04/2016,6.23,6.43,2629,16901,11
2347167796,24/04/2016,7.37,7.65,2187,9471,6
2347167796,25/04/2016,7.22,7.85,2095,9482,7
2347167796,26/04/2016,7.27,8.17,1861,5980,4
2347167796,27/04/2016,7.47,8.32,2194,11423,7
2347167796,28/04/2016,6.8,7.5,1854,5439,4
2347167796,29/04/2016,6.85,7.88,403,42,0
3977333714,12/04/2016,4.57,7.82,1450,8856,6
3977333714,13/04/2016,4.92,7.6,1495,10035,7
3977333714,14/04/2016,4.85,6.62,1433,7641,5
3977333714,15/04/2016,7.07,9.27,1468,9010,6
3977333714,16/04/2016,4.72,8.5,1625,13459,9
3977333714,17/04/2016,6.35,9.43,1529,10415,7
3977333714,18/04/2016,6.87,8.7,1584,11663,8
3977333714,19/04/2016,3.65,6.58,1638,12414,8
3977333714,20/04/2016,2.53,5.08,1554,11658,7
3977333714,21/04/2016,5.53,8.53,1397,6093,4
3977333714,22/04/2016,5.92,7.93,1481,8911,6
3977333714,23/04/2016,3.92,6.2,1638,12058,8
3977333714,24/04/2016,5.17,8.77,1655,14112,10
3977333714,25/04/2016,4.37,7.78,1570,11177,8
3977333714,26/04/2016,4.17,6.18,1551,11388,7
3977333714,27/04/2016,5.82,9,1377,7193,5
3977333714,28/04/2016,4.35,7.05,1407,7114,4
3977333714,29/04/2016,5.55,7.97,1545,10645,8
3977333714,30/04/2016,3.95,6.37,1650,13238,9
3977333714,01/05/2016,6.38,10.43,1501,10414,7
3977333714,02/05/2016,3.83,6.4,1760,16520,11
3977333714,03/05/2016,4.87,8.33,1710,14335,10
3977333714,04/05/2016,3.55,5.6,1628,13559,10
3977333714,05/05/2016,5.3,8,1618,12312,9
3977333714,06/05/2016,5.38,8.53,1590,11677,9
3977333714,07/05/2016,3.95,7.38,1574,11550,8
3977333714,08/05/2016,4.32,7.6,1633,13585,9
3977333714,10/05/2016,5.2,7.53,1630,13072,8
4020332650,12/04/2016,8.35,9.02,3654,8539,6
4020332650,16/04/2016,1.28,1.28,3051,1982,1
4020332650,03/05/2016,5.37,5.53,2828,4496,3
4020332650,04/05/2016,7.97,8.93,3879,10252,8
4020332650,05/05/2016,3.77,4.13,3429,11728,9
4020332650,06/05/2016,6.42,6.8,2704,4369,3
4020332650,08/05/2016,6.07,6.7,3089,5862,4
4020332650,10/05/2016,7.37,8.23,2926,5546,4
4319703577,14/04/2016,8.92,9.28,2302,10210,6
4319703577,15/04/2016,7.75,8.18,1985,5664,4
4319703577,16/04/2016,8.43,8.7,1884,4744,3
4319703577,18/04/2016,8.58,9.18,1632,2276,1
4319703577,19/04/2016,7.68,8.3,2200,8925,6
4319703577,20/04/2016,8.72,9.05,2220,8954,6
4319703577,21/04/2016,0.98,1.08,1792,3702,0
4319703577,22/04/2016,8.88,9.17,1886,4500,3
4319703577,23/04/2016,11.53,12.03,1945,4935,3
4319703577,24/04/2016,7.78,8.35,1880,4081,2
4319703577,25/04/2016,8.13,8.43,2314,9259,6
4319703577,26/04/2016,8.42,8.6,2236,9899,7
4319703577,27/04/2016,4.77,5.12,2324,10780,7
4319703577,28/04/2016,8.28,8.7,2367,10817,7
4319703577,29/04/2016,8.72,9.1,2175,7990,5
4319703577,30/04/2016,8.17,8.6,2092,8221,6
4319703577,01/05/2016,8.07,8.33,1593,1251,1
4319703577,02/05/2016,7.97,8.43,2270,9261,6
4319703577,03/05/2016,7.9,8.53,2235,9648,7
4319703577,06/05/2016,7.5,8.18,2266,9524,5
4319703577,07/05/2016,8.45,8.83,2158,7937,5
4319703577,08/05/2016,10.03,10.63,1792,3672,2
4319703577,09/05/2016,8.92,9.42,2345,10378,7
4319703577,10/05/2016,8.12,8.62,2260,9487,6
4319703577,11/05/2016,8.82,9.3,2232,9129,6
4319703577,12/05/2016,5.03,5.35,257,17,0
4388161847,15/04/2016,8.32,8.77,3066,8758,7
4388161847,16/04/2016,7.1,7.47,3073,6580,4
4388161847,17/04/2016,10.32,10.68,2572,4660,4
4388161847,18/04/2016,1.65,1.73,3274,11009,9
4388161847,19/04/2016,5.48,5.63,3015,10181,8
4388161847,20/04/2016,7.02,7.52,3083,10553,8
4388161847,21/04/2016,7.37,7.63,3069,10055,7
4388161847,22/04/2016,1.37,1.42,3544,12139,9
4388161847,23/04/2016,7.97,8.35,3306,13236,10
4388161847,24/04/2016,9.2,9.92,2885,10243,8
4388161847,26/04/2016,5.32,5.77,2929,9461,7
4388161847,27/04/2016,7.32,8.33,3074,11193,9
4388161847,28/04/2016,7.13,7.63,2969,10074,7
4388161847,30/04/2016,6.82,7.17,3283,12533,10
4388161847,01/05/2016,9.12,9.95,2926,10255,8
4388161847,02/05/2016,6.13,6.27,3147,10096,9
4388161847,04/05/2016,6.5,6.9,3162,12375,10
4388161847,05/05/2016,7.85,8.25,2899,9603,16
4388161847,07/05/2016,7.87,8.27,4022,22770,17
4388161847,08/05/2016,8.82,9.02,3934,17298,14
4388161847,09/05/2016,1.03,1.08,3013,10218,8
4388161847,10/05/2016,5.9,6.25,3061,10299,8
4388161847,11/05/2016,7.82,8.23,2954,10201,9
4445114986,12/04/2016,7.15,7.62,2113,3276,2
4445114986,13/04/2016,6.17,6.77,2095,2961,2
4445114986,14/04/2016,7.35,8.2,2194,3974,3
4445114986,15/04/2016,5.62,6.32,2496,7198,5
4445114986,16/04/2016,7.7,8.32,2180,3945,3
4445114986,17/04/2016,1.63,1.78,1933,2268,2
4445114986,19/04/2016,6.47,7.07,1954,2064,1
4445114986,20/04/2016,7.32,7.7,1974,2072,1
4445114986,21/04/2016,7.27,7.82,2150,3809,3
4445114986,22/04/2016,6.47,6.95,2432,6831,5
4445114986,25/04/2016,5.47,5.75,2070,3385,2
4445114986,26/04/2016,5.88,6.52,2291,6326,4
4445114986,27/04/2016,5.53,6.23,2361,7243,5
4445114986,28/04/2016,6.98,7.37,2203,4493,3
4445114986,29/04/2016,1.77,1.8,2196,4676,3
4445114986,30/04/2016,5.37,5.88,2363,6222,4
4445114986,01/05/2016,7.32,7.65,2246,5232,4
4445114986,02/05/2016,8.37,9.03,2336,6910,4
4445114986,03/05/2016,6.95,7.5,2421,7502,5
4445114986,04/05/2016,5.62,6.05,2070,2923,2
4445114986,05/05/2016,7.7,8.55,2120,3800,2
4445114986,06/05/2016,6.23,6.7,2211,4514,3
4445114986,07/05/2016,6.68,7.27,2123,5183,3
4445114986,08/05/2016,6.02,6.52,2423,7303,5
4445114986,09/05/2016,7.62,8.88,2281,5275,4
4445114986,10/05/2016,6.75,7.1,2181,3915,3
4445114986,11/05/2016,8.32,8.83,2499,9105,6
4445114986,12/05/2016,8.05,8.35,1212,768,1
4558609924,21/04/2016,2.1,2.28,2486,13743,9
4558609924,26/04/2016,1.72,2.02,2223,9148,6
4558609924,29/04/2016,2.85,2.98,1918,7833,5
4558609924,01/05/2016,1.92,2.15,1692,3428,2
4558609924,08/05/2016,2.05,2.23,2666,6543,5
4702921684,12/04/2016,7.08,7.32,2947,7213,6
4702921684,13/04/2016,6.67,7.17,2898,6877,6
4702921684,14/04/2016,6.4,6.92,2984,7860,6
4702921684,15/04/2016,4.22,4.28,2896,6506,5
4702921684,16/04/2016,6.37,6.77,3328,11140,9
4702921684,17/04/2016,9.85,10.2,3394,12692,10
4702921684,18/04/2016,4.88,5.2,3013,9105,7
4702921684,19/04/2016,7.62,8.12,2812,6708,5
4702921684,20/04/2016,7.57,7.8,3061,8793,7
4702921684,21/04/2016,7.08,7.23,2729,6530,5
4702921684,23/04/2016,7.75,7.92,3691,15126,12
4702921684,24/04/2016,8,8.43,3538,15050,12
4702921684,25/04/2016,6.17,6.33,3064,9167,7
4702921684,26/04/2016,7.02,7.15,2784,6108,5
4702921684,27/04/2016,7.2,7.48,2908,7047,6
4702921684,28/04/2016,7.37,7.68,3033,9023,7
4702921684,29/04/2016,7.22,7.45,3165,9930,8
4702921684,30/04/2016,7.98,8.35,3115,10144,8
4702921684,03/05/2016,5.45,6.22,3145,9454,8
4702921684,04/05/2016,6.87,7.23,3004,8161,7
4702921684,05/05/2016,6.9,7.13,3006,8614,7
4702921684,06/05/2016,6.73,7.48,2859,6943,6
4702921684,07/05/2016,8.67,9.05,3683,14370,22
4702921684,09/05/2016,7.25,7.63,2990,8232,7
4702921684,10/05/2016,6.93,7.18,3172,10613,9
4702921684,11/05/2016,5.9,6.1,3069,9810,8
4702921684,12/05/2016,6.73,7.37,1240,2752,2
5553957443,12/04/2016,7.35,7.73,2026,11596,7
5553957443,13/04/2016,7.58,8.13,1718,4832,3
5553957443,14/04/2016,5.95,6.97,2324,17022,11
5553957443,15/04/2016,6.28,6.82,2254,16556,11
5553957443,16/04/2016,10.85,11.43,1831,5771,4
5553957443,17/04/2016,5.83,6.7,1397,655,0
5553957443,18/04/2016,8.67,9.02,1683,3727,2
5553957443,19/04/2016,5.95,6.83,2284,15482,10
5553957443,20/04/2016,10.97,11.3,1570,2713,2
5553957443,21/04/2016,6.65,7.18,2066,12346,8
5553957443,22/04/2016,5.37,5.88,2105,11682,8
5553957443,23/04/2016,10.52,12.08,1776,4112,3
5553957443,24/04/2016,9.22,10.67,1507,1807,1
5553957443,25/04/2016,7.22,7.8,2033,10946,8
5553957443,26/04/2016,6.87,7.55,2093,11886,7
5553957443,27/04/2016,5.78,6.52,1922,10538,7
5553957443,28/04/2016,7.02,7.62,1999,11393,8
5553957443,29/04/2016,7.5,8.25,2169,12764,9
5553957443,30/04/2016,12.92,14.05,1463,1202,1
5553957443,01/05/2016,10.37,11.43,1747,5164,3
5553957443,02/05/2016,6.82,7.85,1996,9769,6
5553957443,03/05/2016,6.33,7.15,2116,12848,9
5553957443,04/05/2016,7.45,7.83,1698,4249,3
5553957443,05/05/2016,6.98,7.73,2156,14331,9
5553957443,06/05/2016,6.67,7.23,1916,9632,7
5553957443,07/05/2016,7.37,7.83,1494,1868,1
5553957443,08/05/2016,9.47,10.13,1762,6083,3
5553957443,09/05/2016,7.55,8.23,2272,11611,8
5553957443,10/05/2016,6.97,7.38,2335,16358,11
5553957443,11/05/2016,7.72,8.1,1693,4926,3
5553957443,12/05/2016,7.3,7.92,741,3121,2
5577150313,12/04/2016,6.98,7.3,3405,8135,6
5577150313,13/04/2016,7.2,7.63,2551,5077,3
5577150313,14/04/2016,7.95,8.28,4022,8596,6
5577150313,15/04/2016,6.53,6.88,4005,12087,10
5577150313,16/04/2016,6.77,7.42,4274,14269,11
5577150313,17/04/2016,9.15,9.72,4552,12231,9
5577150313,18/04/2016,8.78,9.22,3625,9893,8
5577150313,19/04/2016,7.48,7.75,3501,12574,10
5577150313,20/04/2016,7.45,8,3192,8330,6
5577150313,21/04/2016,6.9,7.28,4018,10830,9
5577150313,22/04/2016,5.63,6.1,3329,9172,6
5577150313,23/04/2016,6.4,6.7,3152,7638,5
5577150313,24/04/2016,9.05,10.25,4392,15764,12
5577150313,25/04/2016,7.02,7.68,3374,6393,5
5577150313,26/04/2016,5.9,6.28,3088,5325,4
5577150313,27/04/2016,7.07,7.53,3294,6805,5
5577150313,28/04/2016,6.02,6.2,3580,9841,7
5577150313,29/04/2016,7.65,8.08,3544,7924,6
5577150313,30/04/2016,6.87,7.22,4501,12363,10
5577150313,01/05/2016,6.32,6.63,4546,13368,9
5577150313,02/05/2016,8.75,9.22,3014,7439,5
5577150313,03/05/2016,8.47,9.05,3795,11045,9
5577150313,04/05/2016,10.05,10.57,2755,5206,4
5577150313,05/05/2016,1.23,1.3,3004,7550,6
5577150313,10/05/2016,8.4,9.37,3841,8869,7
5577150313,11/05/2016,7.18,7.93,1665,4038,3
6117666160,16/04/2016,6.33,6.63,2828,14450,11
6117666160,17/04/2016,5.6,5.83,2225,7150,5
6117666160,18/04/2016,8.22,8.5,2018,5153,4
6117666160,19/04/2016,7.75,8.2,2606,11135,8
6117666160,20/04/2016,7.9,8.37,2536,10449,8
6117666160,21/04/2016,8.47,9.17,4900,19542,7
6117666160,22/04/2016,8,9.1,2409,8206,6
6117666160,23/04/2016,8.2,8.98,2651,11495,9
6117666160,24/04/2016,5.88,6.12,2305,7623,6
6117666160,27/04/2016,9.03,9.28,2576,9411,7
6117666160,28/04/2016,6.55,6.93,1879,3403,3
6117666160,29/04/2016,10,10.6,2560,9592,7
6117666160,01/05/2016,8.45,9.58,2361,8915,7
6117666160,05/05/2016,6.53,6.92,2636,9799,7
6117666160,06/05/2016,10.97,11.63,1838,3365,3
6117666160,07/05/2016,8.3,8.45,2469,7336,6
6117666160,08/05/2016,9.25,10.05,2250,7328,6
6117666160,09/05/2016,8.2,8.7,1248,4477,3
6775888955,13/04/2016,3.92,4.33,2400,4053,3
6775888955,14/04/2016,7.05,7.35,2507,5162,4
6775888955,15/04/2016,6.52,6.77,2127,1282,1
6962181067,12/04/2016,6.1,6.45,1994,10199,7
6962181067,13/04/2016,10.5,11.32,1718,5652,4
6962181067,14/04/2016,8.47,8.92,1466,1551,1
6962181067,15/04/2016,6.17,6.43,1756,5563,4
6962181067,16/04/2016,5.95,6.1,2173,13217,9
6962181067,17/04/2016,7.12,7.43,2027,10145,7
6962181067,18/04/2016,7.37,7.63,2039,11404,7
6962181067,19/04/2016,7.93,8.92,2046,10742,7
6962181067,20/04/2016,6.97,7.07,2174,13928,9
6962181067,21/04/2016,7.52,7.62,2179,11835,10
6962181067,22/04/2016,7.08,7.25,2086,10725,8
6962181067,23/04/2016,8.8,9.1,2571,20031,13
6962181067,24/04/2016,8.52,8.57,1705,5029,3
6962181067,25/04/2016,6.67,6.92,2194,13239,9
6962181067,26/04/2016,7.35,7.43,2012,10433,7
6962181067,27/04/2016,7.58,7.78,2034,10320,7
6962181067,28/04/2016,7.33,7.55,2182,12627,9
6962181067,29/04/2016,7.22,7.45,2254,10762,7
6962181067,30/04/2016,7.03,7.07,2002,10081,7
6962181067,01/05/2016,6.85,7.1,1740,5454,4
6962181067,02/05/2016,7.77,8.03,2162,12912,8
6962181067,03/05/2016,6.57,6.97,2072,12109,8
6962181067,04/05/2016,7.37,7.58,2086,10147,7
6962181067,05/05/2016,7.78,8.18,2066,10524,7
6962181067,06/05/2016,7.38,7.7,1850,5908,4
6962181067,07/05/2016,4.97,5.57,1947,6815,5
6962181067,08/05/2016,9.02,9.48,1659,4188,3
6962181067,09/05/2016,8.15,8.28,2105,12342,9
6962181067,10/05/2016,7.82,8.02,2361,15448,10
6962181067,11/05/2016,7.53,8,1855,6722,4
6962181067,12/05/2016,8.6,8.92,928,3587,2
7007744171,16/04/2016,1.32,1.37,2076,4631,3
7007744171,01/05/2016,0.97,1.02,2225,5600,4
7086361926,12/04/2016,8.57,8.75,2772,11317,8
7086361926,13/04/2016,7.52,7.75,2516,5813,4
7086361926,14/04/2016,7.87,7.93,2734,9123,6
7086361926,15/04/2016,6.28,6.43,2395,8585,6
7086361926,19/04/2016,7.87,8.05,2944,10688,8
7086361926,20/04/2016,8.2,8.37,2997,14365,11
7086361926,21/04/2016,6.5,6.85,2463,9469,6
7086361926,22/04/2016,7.13,7.47,2846,9753,7
7086361926,24/04/2016,11.35,11.73,2049,3520,2
7086361926,25/04/2016,7.43,7.45,2752,10091,7
7086361926,26/04/2016,8.08,8.33,2781,10387,7
7086361926,27/04/2016,7.82,7.98,2693,11107,9
7086361926,28/04/2016,5.9,6.12,2862,11584,8
7086361926,30/04/2016,8.08,8.15,2995,14560,9
7086361926,01/05/2016,6.47,6.78,2730,12390,8
7086361926,02/05/2016,7.33,7.65,2754,10052,7
7086361926,03/05/2016,7.6,7.68,2754,10288,7
7086361926,04/05/2016,7,7.27,2655,10988,8
7086361926,06/05/2016,5.37,5.55,2924,12461,8
7086361926,07/05/2016,8.83,9.13,2739,12827,8
7086361926,08/05/2016,8.02,8.5,2534,10677,7
7086361926,09/05/2016,7.12,7.3,2960,13566,9
7086361926,11/05/2016,7.52,7.72,2735,9572,6
7086361926,12/05/2016,7.4,7.62,1199,3789,2
8053475328,20/04/2016,8.1,8.22,3043,15108,12
8053475328,23/04/2016,5.52,5.62,3554,22359,18
8053475328,07/05/2016,1.23,1.25,3331,19769,15
8378563200,12/04/2016,5.63,5.93,3635,7626,7
8378563200,13/04/2016,7.45,8.12,4079,12386,10
8378563200,14/04/2016,7.07,7.58,4163,13318,11
8378563200,15/04/2016,8.55,8.88,3666,14461,11
8378563200,16/04/2016,10.18,11.48,3363,11207,8
8378563200,17/04/2016,8.75,9.85,2572,2132,2
8378563200,18/04/2016,6.63,7.52,4157,13630,11
8378563200,19/04/2016,6.45,7.02,4092,13070,10
8378563200,20/04/2016,6.35,6.82,3787,9388,7
8378563200,21/04/2016,6.6,6.95,4236,15148,12
8378563200,22/04/2016,7.35,7.82,4044,12200,10
8378563200,23/04/2016,9.42,9.85,2908,5709,5
8378563200,24/04/2016,7.63,8.2,2741,3703,3
8378563200,25/04/2016,6.47,6.7,4005,12405,20
8378563200,26/04/2016,9.17,9.73,3763,16208,13
8378563200,27/04/2016,8.85,10,3061,7359,5
8378563200,28/04/2016,8.43,9.27,2884,5417,4
8378563200,29/04/2016,8.78,9.37,2982,6175,4
8378563200,30/04/2016,7.8,9.25,2660,2946,2
8378563200,01/05/2016,7.92,8.98,3369,11419,9
8378563200,02/05/2016,5.85,6.42,3491,6064,5
8378563200,03/05/2016,6.75,7.15,3784,8712,7
8378563200,04/05/2016,7.35,7.95,3110,7875,6
8378563200,05/05/2016,6.35,6.95,3783,8567,7
8378563200,06/05/2016,5.38,5.92,3644,7045,6
8378563200,07/05/2016,7.65,8.55,2799,4468,4
8378563200,08/05/2016,9.08,10.1,2685,2943,2
8378563200,09/05/2016,5.98,6.65,3721,8382,7
8378563200,10/05/2016,5.7,6.52,3586,6582,6
8378563200,11/05/2016,6.13,6.45,3788,9143,7
8378563200,12/05/2016,8.27,9.1,1976,4561,4
8792009665,12/04/2016,7.63,8.22,2044,2564,2
8792009665,13/04/2016,8.85,9.2,1934,1320,1
8792009665,14/04/2016,8.1,8.38,1963,1219,1
8792009665,15/04/2016,6.05,6.28,2009,2483,2
8792009665,20/04/2016,8.8,9.12,2188,3147,2
8792009665,22/04/2016,6.52,6.78,2419,4068,2
8792009665,23/04/2016,5.65,6,2748,5245,3
8792009665,27/04/2016,7.05,7.13,2067,1758,1
8792009665,28/04/2016,6.7,6.93,2780,6157,4
8792009665,29/04/2016,6.63,6.77,3101,8360,5
8792009665,30/04/2016,5.72,6,2896,7174,4
8792009665,01/05/2016,8.38,8.78,1962,1619,1
8792009665,02/05/2016,6.92,7.05,2015,1831,1
8792009665,03/05/2016,8.6,9.08,2297,2421,2
8792009665,04/05/2016,7.32,7.72,2067,2283,1
